"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"7798","NCR06",12.5,"Low Fat",0.006765149,"Household",41.7112,"OUT046",1997,"Small","Tier 1","Supermarket Type1",383.5008
"7800","FDR32",6.78,"Regular",0,"Fruits and Vegetables",227.4694,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3197.1716
"7801","FDX04",19.6,"Regular",0.041563696,"Frozen Foods",47.6376,"OUT035",2004,"Small","Tier 2","Supermarket Type1",335.5632
"7806","NCC54",17.75,"Low Fat",0.097692448,"Health and Hygiene",242.4196,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5543.4508
"7807","FDC45",17,"Low Fat",0.135944247,"Fruits and Vegetables",171.5106,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1539.9954
"7809","FDP40",4.555,"Regular",0.034328578,"Frozen Foods",110.1544,"OUT013",1987,"High","Tier 3","Supermarket Type1",1230.3984
"7811","FDV52",20.7,"Regular",0.121709653,"Frozen Foods",119.7466,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2003.3922
"7820","FDH17",16.2,"Regular",0.016650191,"Frozen Foods",97.4726,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1174.4712
"7821","FDQ15",20.35,"Regular",0.151044881,"Meat",79.2276,"OUT035",2004,"Small","Tier 2","Supermarket Type1",649.8208
"7823","FDM32",20.5,"Low Fat",0.020688969,"Fruits and Vegetables",88.183,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",719.064
"7824","NCP29",8.42,"Low Fat",0.112249781,"Health and Hygiene",64.3168,"OUT035",2004,"Small","Tier 2","Supermarket Type1",703.0848
"7826","FDT25",7.5,"Low Fat",0.050957715,"Canned",122.4072,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2572.6512
"7831","DRG37",16.2,"Low Fat",0.019457372,"Soft Drinks",153.9972,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1246.3776
"7833","NCZ17",12.15,"Low Fat",0.079755214,"Health and Hygiene",36.6506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",493.3578
"7835","FDB16",8.21,"Low Fat",0.044917289,"Dairy",88.5198,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1133.8574
"7837","FDH46",6.935,"Regular",0.041247932,"Snack Foods",101.8332,"OUT013",1987,"High","Tier 3","Supermarket Type1",2255.7304
"7839","FDH50",15,"Regular",0.161404914,"Canned",185.8266,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1844.266
"7840","NCZ18",7.825,"Low Fat",0.186067862,"Household",255.4698,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5073.396
"7841","FDJ32",10.695,"Low Fat",0.057792343,"Fruits and Vegetables",61.4536,"OUT046",1997,"Small","Tier 1","Supermarket Type1",428.7752
"7842","DRI23",18.85,"Low Fat",0,"Hard Drinks",162.0578,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3209.156
"7843","DRD01",12.1,"Regular",0.061270647,"Soft Drinks",53.2614,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",386.8298
"7845","FDG38",8.975,"Regular",0.05281112,"Canned",86.6224,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1704.448
"7846","NCG30",20.2,"Low Fat",0.112495847,"Household",124.4046,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1120.5414
"7847","FDO31",6.76,"Regular",0.029100745,"Fruits and Vegetables",80.696,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",559.272
"7850","NCA30",19,"Low Fat",0,"Household",189.1872,"OUT046",1997,"Small","Tier 1","Supermarket Type1",567.2616
"7851","FDF29",15.1,"Regular",0.019917598,"Frozen Foods",129.431,"OUT013",1987,"High","Tier 3","Supermarket Type1",3505.437
"7852","FDI14",14.1,"Low Fat",0.089817198,"Canned",142.7496,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3528.74
"7853","FDY57",20.2,"Regular",0.121442754,"Snack Foods",94.9752,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1342.2528
"7863","FDK20",12.6,"Regular",0.04152307,"Fruits and Vegetables",124.3072,"OUT013",1987,"High","Tier 3","Supermarket Type1",5022.7952
"7864","FDX01",10.1,"Low Fat",0.024201905,"Canned",114.915,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2796.36
"7868","FDP22",14.65,"Regular",0.099113429,"Snack Foods",52.8666,"OUT035",2004,"Small","Tier 2","Supermarket Type1",461.3994
"7869","FDS25",6.885,"Regular",0.140008554,"Canned",108.7228,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2542.0244
"7870","NCY18",7.285,"Low Fat",0.031278532,"Household",176.0054,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2626.581
"7871","FDO08",11.1,"Regular",0.05373063,"Fruits and Vegetables",165.1526,"OUT013",1987,"High","Tier 3","Supermarket Type1",1480.0734
"7873","FDH16",10.5,"Low Fat",0.052555346,"Frozen Foods",89.683,"OUT046",1997,"Small","Tier 1","Supermarket Type1",988.713
"7877","FDA08",11.85,"Regular",0.050043472,"Fruits and Vegetables",164.6526,"OUT013",1987,"High","Tier 3","Supermarket Type1",2137.8838
"7879","NCR50",20.2,"Low Fat",0.01181025,"Household",154.634,"OUT013",1987,"High","Tier 3","Supermarket Type1",4287.752
"7880","NCC06",19,"Low Fat",0.027028323,"Household",127.0336,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3962.8416
"7881","FDC34",16,"Regular",0.172615327,"Snack Foods",154.5972,"OUT013",1987,"High","Tier 3","Supermarket Type1",1869.5664
"7883","FDS60",20.85,"Low Fat",0.032421521,"Baking Goods",181.666,"OUT013",1987,"High","Tier 3","Supermarket Type1",1438.128
"7884","FDP10",19,"Low Fat",0.127983545,"Snack Foods",107.6622,"OUT013",1987,"High","Tier 3","Supermarket Type1",1270.3464
"7885","FDW46",13,"Regular",0.070288365,"Snack Foods",64.3484,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2218.4456
"7887","FDP57",17.5,"Low Fat",0.052434201,"Snack Foods",103.999,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1857.582
"7891","NCS42",8.6,"Low Fat",0.069403341,"Household",91.2146,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2554.0088
"7893","DRJ39",20.25,"Low Fat",0.036326064,"Dairy",220.1482,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3066.6748
"7895","FDQ13",11.1,"Low Fat",0.010658153,"Canned",83.0908,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1593.9252
"7896","NCQ06",13,"Low Fat",0.041994899,"Household",254.7014,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5100.028
"7898","NCE54",20.7,"Low Fat",0,"Household",74.3354,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1880.885
"7900","FDW38",5.325,"Regular",0.139244918,"Dairy",53.0298,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",377.5086
"7901","FDD17",7.5,"Low Fat",0.032599801,"Frozen Foods",238.1906,"OUT013",1987,"High","Tier 3","Supermarket Type1",3327.6684
"7902","FDK25",11.6,"Regular",0.157075658,"Breakfast",166.6474,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4211.185
"7906","NCZ18",7.825,"Low Fat",0.186825823,"Household",253.5698,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3805.047
"7909","DRD37",9.8,"Low Fat",0.013841737,"Soft Drinks",45.206,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1211.756
"7910","FDC08",19,"Regular",0.103449993,"Fruits and Vegetables",225.472,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3169.208
"7911","FDU57",8.27,"Regular",0.089554186,"Snack Foods",150.8708,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2407.5328
"7912","FDZ58",17.85,"Low Fat",0.052257982,"Snack Foods",121.8072,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2450.144
"7913","FDY01",11.8,"Regular",0.170251293,"Canned",116.4834,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1958.1178
"7914","FDG09",20.6,"Regular",0.048131556,"Fruits and Vegetables",187.1556,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4693.89
"7915","NCE54",20.7,"Low Fat",0.026899856,"Household",73.9354,"OUT046",1997,"Small","Tier 1","Supermarket Type1",677.1186
"7917","FDT24",12.35,"Regular",0,"Baking Goods",76.2328,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1544.656
"7918","FDZ08",12.5,"Regular",0.109900843,"Fruits and Vegetables",83.0592,"OUT013",1987,"High","Tier 3","Supermarket Type1",743.0328
"7919","NCI54",15.2,"Low Fat",0.033651278,"Household",108.9912,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1965.4416
"7920","FDU34",18.25,"Low Fat",0.075311837,"Snack Foods",122.6046,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2988.1104
"7921","FDP23",6.71,"Low Fat",0,"Breads",218.9166,"OUT013",1987,"High","Tier 3","Supermarket Type1",2394.8826
"7925","NCL41",12.35,"Low Fat",0.041729735,"Health and Hygiene",36.3216,"OUT035",2004,"Small","Tier 2","Supermarket Type1",276.9728
"7926","FDM39",6.42,"Low Fat",0.053426165,"Dairy",178.7002,"OUT013",1987,"High","Tier 3","Supermarket Type1",4477.505
"7927","NCZ54",14.65,"Low Fat",0.083488992,"Household",161.3552,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",7148.0288
"7928","FDT59",13.65,"Low Fat",0,"Breads",229.4668,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4837.7028
"7929","FDV20",20.2,"Regular",0.060045008,"Fruits and Vegetables",128.3678,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1398.8458
"7932","FDO16",5.48,"Low Fat",0.015169739,"Frozen Foods",82.225,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2247.075
"7937","FDX20",7.365,"Low Fat",0.042626422,"Fruits and Vegetables",227.072,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4074.696
"7939","FDV50",14.3,"Low Fat",0.122571209,"Dairy",122.373,"OUT046",1997,"Small","Tier 1","Supermarket Type1",985.384
"7943","FDW55",12.6,"Regular",0.021969896,"Fruits and Vegetables",248.6092,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3237.1196
"7945","FDO49",10.6,"Regular",0.033052168,"Breakfast",49.7008,"OUT046",1997,"Small","Tier 1","Supermarket Type1",961.4152
"7947","FDJ38",8.6,"Regular",0.040172077,"Canned",188.553,"OUT013",1987,"High","Tier 3","Supermarket Type1",3795.06
"7948","FDG32",19.85,"Low Fat",0.175995526,"Fruits and Vegetables",224.0772,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1556.6404
"7951","FDD58",7.76,"Low Fat",0.059594017,"Snack Foods",99.67,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1897.53
"7952","FDB15",10.895,"Low Fat",0.136784873,"Dairy",265.2568,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4218.5088
"7953","DRF60",10.8,"Low Fat",0,"Soft Drinks",238.1564,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5243.8408
"7955","FDM04",9.195,"Regular",0.04719387,"Frozen Foods",52.8666,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1384.1982
"7956","FDO58",19.6,"Low Fat",0.039638705,"Snack Foods",166.0526,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3124.5994
"7959","DRI47",14.7,"Low Fat",0.02090277,"Hard Drinks",144.5128,"OUT013",1987,"High","Tier 3","Supermarket Type1",3307.6944
"7960","FDF35",15,"Low Fat",0.153861181,"Starchy Foods",108.5938,"OUT013",1987,"High","Tier 3","Supermarket Type1",1393.5194
"7961","FDP31",21.1,"Regular",0.161504957,"Fruits and Vegetables",65.0168,"OUT046",1997,"Small","Tier 1","Supermarket Type1",639.168
"7962","FDQ52",17,"Low Fat",0.119871307,"Frozen Foods",248.3434,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",6208.585
"7963","FDM12",16.7,"Regular",0.069903773,"Baking Goods",188.6214,"OUT035",2004,"Small","Tier 2","Supermarket Type1",565.2642
"7964","NCS42",8.6,"Low Fat",0.069416467,"Household",92.5146,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2006.7212
"7966","FDU19",8.77,"Regular",0.046771477,"Fruits and Vegetables",173.9422,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3103.9596
"7968","FDR16",5.845,"Regular",0.104998144,"Frozen Foods",213.2218,"OUT035",2004,"Small","Tier 2","Supermarket Type1",7266.5412
"7972","FDI28",14.3,"Low Fat",0.026362624,"Frozen Foods",78.3302,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1267.6832
"7974","FDU13",8.355,"Low Fat",0.187558629,"Canned",148.0418,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1471.418
"7975","FDX58",13.15,"Low Fat",0.04376368,"Snack Foods",183.095,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1830.95
"7978","FDL21",15.85,"Regular",0.007146415,"Snack Foods",41.048,"OUT046",1997,"Small","Tier 1","Supermarket Type1",798.96
"7979","DRM37",15.35,"Low Fat",0.096317593,"Soft Drinks",197.3768,"OUT013",1987,"High","Tier 3","Supermarket Type1",3350.3056
"7980","FDR35",12.5,"Low Fat",0.020729902,"Breads",197.2742,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3782.4098
"7983","FDQ44",20.5,"Low Fat",0.036110222,"Fruits and Vegetables",120.1756,"OUT013",1987,"High","Tier 3","Supermarket Type1",2059.9852
"7984","DRD24",13.85,"Low Fat",0.030842963,"Soft Drinks",143.1154,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2552.6772
"7986","NCX29",10,"Low Fat",0.089078338,"Health and Hygiene",147.1102,"OUT013",1987,"High","Tier 3","Supermarket Type1",2916.204
"7987","FDS07",12.35,"Low Fat",0.100164204,"Fruits and Vegetables",113.6518,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1593.9252
"7989","FDL02",20,"Regular",0.10399676,"Canned",107.4622,"OUT013",1987,"High","Tier 3","Supermarket Type1",1587.933
"7990","FDN58",13.8,"Regular",0.057104066,"Snack Foods",232.6984,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1390.1904
"7992","FDC60",5.425,"Regular",0.114472403,"Baking Goods",88.3514,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2833.6448
"7993","FDV45",16.75,"Low Fat",0.045117476,"Snack Foods",187.9556,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2440.8228
"7995","NCA29",10.5,"Low Fat",0.02727641,"Household",171.3106,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3593.3226
"7996","FDO20",12.85,"Regular",0.152747503,"Fruits and Vegetables",252.0382,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4037.4112
"8000","FDR59",14.5,"Regular",0.063810405,"Breads",263.2594,"OUT013",1987,"High","Tier 3","Supermarket Type1",2878.2534
"8002","FDT21",7.42,"Low Fat",0.020387989,"Snack Foods",247.1092,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4233.1564
"8003","NCR38",17.25,"Low Fat",0.113518466,"Household",253.5724,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5033.448
"8006","FDR52",12.65,"Regular",0.075981306,"Frozen Foods",192.3846,"OUT013",1987,"High","Tier 3","Supermarket Type1",1910.846
"8007","NCO41",12.5,"Low Fat",0.018848862,"Health and Hygiene",96.7384,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2167.8448
"8010","FDY14",10.3,"Low Fat",0.070040195,"Dairy",263.0226,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4229.1616
"8012","FDV48",9.195,"Regular",0.051827123,"Baking Goods",77.4644,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1414.1592
"8013","FDA21",13.65,"Low Fat",0.03595391,"Snack Foods",185.2924,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3146.5708
"8014","FDZ27",7.935,"Low Fat",0.017182935,"Dairy",51.235,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",848.895
"8015","FDW58",20.75,"Low Fat",0.007546808,"Snack Foods",104.1622,"OUT013",1987,"High","Tier 3","Supermarket Type1",1693.7952
"8016","FDH45",15.1,"Regular",0.105831117,"Fruits and Vegetables",41.6796,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",784.3124
"8018","FDL43",10.1,"Low Fat",0.027064381,"Meat",76.367,"OUT046",1997,"Small","Tier 1","Supermarket Type1",765.67
"8020","FDV02",16.75,"Low Fat",0.06063976,"Dairy",173.0106,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3593.3226
"8021","NCF31",9.13,"Low Fat",0.051847425,"Household",152.8024,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1214.4192
"8022","NCN05",8.235,"Low Fat",0.014518575,"Health and Hygiene",182.195,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2380.235
"8023","FDZ16",16.85,"Regular",0.159722816,"Frozen Foods",194.1478,"OUT013",1987,"High","Tier 3","Supermarket Type1",5812.434
"8025","NCP50",17.35,"Low Fat",0.020555958,"Others",79.4618,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1772.3596
"8028","DRG03",14.5,"Low Fat",0.061986574,"Dairy",153.0998,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4921.5936
"8033","FDW13",8.5,"Low Fat",0.097884718,"Canned",52.5324,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1194.4452
"8034","FDW14",8.3,"Regular",0.038204311,"Dairy",87.7198,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1831.6158
"8035","FDG24",7.975,"Low Fat",0.014631149,"Baking Goods",84.525,"OUT046",1997,"Small","Tier 1","Supermarket Type1",416.125
"8038","FDK10",5.785,"Regular",0.040351229,"Snack Foods",181.366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1977.426
"8042","FDE23",17.6,"Regular",0,"Starchy Foods",46.006,"OUT046",1997,"Small","Tier 1","Supermarket Type1",326.242
"8043","FDI08",18.2,"Regular",0.066567121,"Fruits and Vegetables",250.2092,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2988.1104
"8045","FDF22",6.865,"Low Fat",0.057062186,"Snack Foods",212.0218,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2350.9398
"8046","FDQ57",7.275,"Low Fat",0.027991093,"Snack Foods",145.976,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3515.424
"8047","FDP07",18.2,"Low Fat",0.089901774,"Fruits and Vegetables",197.511,"OUT046",1997,"Small","Tier 1","Supermarket Type1",392.822
"8048","DRE37",13.5,"Low Fat",0,"Soft Drinks",189.1872,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1890.872
"8049","DRF25",9,"Low Fat",0.038892859,"Soft Drinks",36.119,"OUT013",1987,"High","Tier 3","Supermarket Type1",1098.57
"8050","DRF03",19.1,"Low Fat",0.045270426,"Dairy",38.8138,"OUT013",1987,"High","Tier 3","Supermarket Type1",731.0484
"8051","FDN51",17.85,"Regular",0.020942867,"Meat",260.2936,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4175.8976
"8052","FDD21",10.3,"Regular",0.030693756,"Fruits and Vegetables",114.2176,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2175.8344
"8053","NCY42",6.38,"Low Fat",0.015162573,"Household",145.147,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3006.087
"8056","FDN60",15.1,"Low Fat",0.095158081,"Baking Goods",159.2604,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2852.2872
"8057","NCW06",16.2,"Low Fat",0.050545502,"Household",191.6162,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1731.7458
"8058","NCS30",5.945,"Low Fat",0.093405156,"Household",129.3652,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4391.6168
"8060","FDQ01",19.7,"Regular",0.160951491,"Canned",256.1014,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3060.0168
"8062","NCX41",19,"Low Fat",0.017791458,"Health and Hygiene",211.9244,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2117.244
"8063","FDH58",12.3,"Low Fat",0.036997104,"Snack Foods",115.9834,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2073.3012
"8066","FDP11",15.85,"Low Fat",0.069100548,"Breads",216.6166,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4136.6154
"8067","FDV19",14.85,"Regular",0.035257037,"Fruits and Vegetables",161.2578,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4171.9028
"8068","FDT32",19,"Regular",0.065633934,"Fruits and Vegetables",186.5214,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2261.0568
"8069","NCU53",5.485,"Low Fat",0.042743728,"Health and Hygiene",166.2842,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1989.4104
"8070","NCA30",19,"Low Fat",0.129309277,"Household",188.8872,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3592.6568
"8072","DRD25",6.135,"Low Fat",0,"Soft Drinks",114.286,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2376.906
"8073","FDK25",11.6,"Regular",0.156802171,"Breakfast",168.0474,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4379.6324
"8074","FDF02",16.2,"Low Fat",0.103634038,"Canned",101.399,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1031.99
"8075","FDC04",15.6,"Low Fat",0.045055587,"Dairy",242.3854,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2416.854
"8076","FDH21",10.395,"Low Fat",0.031199028,"Seafood",159.4604,"OUT013",1987,"High","Tier 3","Supermarket Type1",316.9208
"8077","DRG03",14.5,"Low Fat",0.062239081,"Dairy",154.2998,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1691.7978
"8080","NCD31",12.1,"Low Fat",0.01545846,"Household",166.0526,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3617.9572
"8082","FDB49",8.3,"Regular",0.030274175,"Baking Goods",98.5384,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1872.2296
"8086","FDA52",16.2,"Regular",0.128621941,"Frozen Foods",175.537,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3528.74
"8088","FDF04",17.5,"Low Fat",0.013637046,"Frozen Foods",258.5304,"OUT046",1997,"Small","Tier 1","Supermarket Type1",6199.9296
"8089","FDY15",18.25,"Regular",0.171523928,"Dairy",155.863,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2346.945
"8092","FDW08",12.1,"Low Fat",0.148986013,"Fruits and Vegetables",106.528,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1171.808
"8093","FDO50",16.25,"Low Fat",0.078103689,"Canned",91.1804,"OUT013",1987,"High","Tier 3","Supermarket Type1",1929.4884
"8094","FDP26",7.785,"Low Fat",0.140121306,"Dairy",102.5306,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1358.8978
"8097","FDQ08",15.7,"Regular",0.018926773,"Fruits and Vegetables",60.2536,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1163.8184
"8098","NCN54",20.35,"Low Fat",0.021322439,"Household",79.1328,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1235.7248
"8101","DRN47",12.1,"Low Fat",0.016823566,"Hard Drinks",178.566,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3775.086
"8102","FDR39",20.35,"Low Fat",0.083799283,"Meat",184.1292,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2189.1504
"8103","NCL30",18.1,"Low Fat",0.048940428,"Household",127.5336,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1789.6704
"8104","FDT02",12.6,"Low Fat",0.02429329,"Dairy",33.4874,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",105.8622
"8105","FDT25",7.5,"Low Fat",0.050829881,"Canned",122.7072,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1470.0864
"8110","FDF20",12.85,"Low Fat",0.033192524,"Fruits and Vegetables",199.0768,"OUT013",1987,"High","Tier 3","Supermarket Type1",3153.2288
"8113","NCN17",11,"Low Fat",0.05489331,"Health and Hygiene",101.9358,"OUT013",1987,"High","Tier 3","Supermarket Type1",1105.8938
"8114","FDN09",14.15,"Low Fat",0.034868095,"Snack Foods",243.7828,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6579.4356
"8115","NCR30",20.6,"Low Fat",0.070933894,"Household",74.8696,"OUT013",1987,"High","Tier 3","Supermarket Type1",223.7088
"8116","FDW23",5.765,"Low Fat",0.0821398,"Baking Goods",37.2164,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",579.246
"8120","NCS42",8.6,"Low Fat",0.069524391,"Household",91.8146,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2371.5796
"8122","FDO32",6.36,"Low Fat",0.121034655,"Fruits and Vegetables",47.506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1071.938
"8123","NCU17",5.32,"Low Fat",0.092865746,"Health and Hygiene",100.6674,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2648.5524
"8127","FDC35",7.435,"Low Fat",0.122735471,"Starchy Foods",205.2638,"OUT013",1987,"High","Tier 3","Supermarket Type1",3520.0846
"8128","FDN38",6.615,"Regular",0.091971856,"Canned",251.6408,"OUT046",1997,"Small","Tier 1","Supermarket Type1",6008.1792
"8129","FDJ48",11.3,"Low Fat",0.056434817,"Baking Goods",247.8118,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2964.1416
"8130","FDH57",10.895,"Low Fat",0.035740763,"Fruits and Vegetables",131.9284,"OUT035",2004,"Small","Tier 2","Supermarket Type1",659.142
"8131","FDI40",11.5,"Regular",0.125602951,"Frozen Foods",100.8358,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2111.2518
"8133","FDA07",7.55,"Regular",0.030918873,"Fruits and Vegetables",123.9072,"OUT013",1987,"High","Tier 3","Supermarket Type1",1102.5648
"8134","FDZ60",20.5,"Low Fat",0.119848041,"Baking Goods",109.4596,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",431.4384
"8136","NCF55",6.675,"Low Fat",0.021666335,"Household",33.3874,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1235.059
"8137","FDR37",16.5,"Regular",0.066249551,"Breakfast",183.3292,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2006.7212
"8138","FDZ33",10.195,"Low Fat",0.107564024,"Snack Foods",149.0076,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1182.4608
"8140","FDI02",15.7,"Regular",0.115031783,"Canned",114.1202,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",787.6414
"8141","DRH25",18.7,"Low Fat",0.014580886,"Soft Drinks",50.2324,"OUT013",1987,"High","Tier 3","Supermarket Type1",623.1888
"8142","NCY29",13.65,"Low Fat",0.077548732,"Health and Hygiene",55.093,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",452.744
"8148","NCU42",9,"Low Fat",0.019586115,"Household",170.2474,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4211.185
"8149","FDY21",15.1,"Low Fat",0,"Snack Foods",195.211,"OUT013",1987,"High","Tier 3","Supermarket Type1",3142.576
"8150","FDK58",11.35,"Regular",0,"Snack Foods",101.5016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",202.4032
"8151","DRD13",15,"Low Fat",0.049155769,"Soft Drinks",65.2168,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",958.752
